75,0
75,1
75,2
75,3
75,4
75,5
75,6
74,7
74,8
74,9
74,10
74,11
74,12
74,13
74,14
73,15
73,16
73,17
73,18
73,19
74,20
74,21
74,22
74,23
74,24
74,25
74,26
74,27
74,28
73,29
73,30
73,31
73,32
73,33
73,34
73,35
73,36
73,37
73,38
73,39
73,40
74,41
73,42
73,43
73,44
73,45
73,46
73,47
73,48
73,49
73,50
73,51
73,52
73,53
73,54
73,55
73,56
72,57
72,58
73,59
73,60
73,61
73,62
73,63
73,64
73,65
73,66
73,67
73,68
73,69
73,70
72,71
72,72
72,73
25,74
26,74
72,74
17,75
18,75
19,75
20,75
21,75
22,75
23,75
24,75
27,75
28,75
72,75
16,76
29,76
30,76
31,76
71,76
14,77
15,77
32,77
33,77
34,77
71,77
13,78
35,78
71,78
12,79
36,79
37,79
70,79
11,80
38,80
39,80
69,80
10,81
40,81
41,81
69,81
10,82
42,82
43,82
68,82
9,83
44,83
45,83
68,83
8,84
46,84
47,84
48,84
49,84
68,84
9,85
50,85
67,85
8,86
51,86
52,86
53,86
54,86
66,86
8,87
55,87
65,87
7,88
56,88
57,88
58,88
61,88
62,88
63,88
64,88
6,89
59,89
60,89
6,90
5,91
5,92
5,93
4,94
4,95
4,96
4,97
3,98
3,99
2,100
2,101
2,102
2,103
2,104
1,105
2,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
1,123
1,124
1,125
2,126
3,127
3,128
3,129
3,130
4,131
4,132
4,133
5,134
5,135
5,136
6,137
6,138
7,139
7,140
7,141
8,142
9,143
57,143
58,143
59,143
60,143
61,143
62,143
63,143
64,143
65,143
9,144
51,144
52,144
53,144
54,144
55,144
56,144
66,144
67,144
69,144
9,145
49,145
50,145
68,145
70,145
10,146
48,146
71,146
11,147
46,147
47,147
72,147
12,148
44,148
45,148
72,148
13,149
40,149
41,149
42,149
43,149
73,149
14,150
38,150
39,150
73,150
15,151
36,151
37,151
73,151
16,152
34,152
35,152
73,152
17,153
32,153
33,153
74,153
18,154
27,154
28,154
29,154
30,154
31,154
74,154
19,155
20,155
21,155
22,155
23,155
24,155
25,155
26,155
74,155
74,156
74,157
74,158
74,159
74,160
74,161
74,162
74,163
74,164
74,165
74,166
75,167
75,168
75,169
75,170
74,171
74,172
74,173
74,174
74,175
74,176
74,177
74,178
74,179
74,180
74,181
74,182
74,183
74,184
73,185
73,186
73,187
73,188
74,189
74,190
74,191
74,192
74,193
74,194
74,195
74,196
74,197
74,198
74,199
74,200
73,201
73,202
73,203
73,204
73,205
73,206
73,207
73,208
73,209
74,210
74,211
74,212
74,213
74,214
74,215
74,216
74,217
74,218
74,219
74,220
73,221
73,222
73,223
73,224
73,225
73,226
73,227
73,228
73,229
73,230
74,231
74,232
74,233
74,234
74,235
74,236
74,237
74,238
74,239
74,240
74,241
74,242
74,243
74,244
74,245
74,246
73,247
73,248
73,249
73,250
74,251
75,252
75,253
75,254
75,255
75,256
74,257
74,258
74,259
74,260
74,261
74,262
74,263
74,264
74,265
74,266
74,267
74,268
74,269
74,270
74,271
