79,0
79,1
79,2
79,3
78,4
78,5
78,6
78,7
78,8
78,9
79,10
79,11
79,12
79,13
78,14
78,15
78,16
78,17
78,18
78,19
78,20
79,21
79,22
79,23
79,24
78,25
78,26
78,27
78,28
78,29
78,30
78,31
78,32
78,33
78,34
78,35
77,36
77,37
77,38
77,39
78,40
78,41
78,42
78,43
78,44
78,45
77,46
77,47
77,48
77,49
77,50
77,51
77,52
77,53
77,54
77,55
78,56
77,57
77,58
77,59
77,60
77,61
77,62
77,63
77,64
77,65
77,66
78,67
77,68
77,69
77,70
77,71
77,72
77,73
77,74
77,75
77,76
77,77
76,78
76,79
76,80
24,81
25,81
26,81
27,81
76,81
20,82
21,82
22,82
23,82
28,82
29,82
76,82
19,83
30,83
76,83
17,84
18,84
31,84
76,84
16,85
32,85
33,85
34,85
76,85
14,86
15,86
35,86
75,86
13,87
36,87
75,87
12,88
37,88
38,88
75,88
11,89
39,89
40,89
74,89
11,90
41,90
72,90
73,90
10,91
41,91
71,91
9,92
42,92
71,92
9,93
43,93
44,93
71,93
8,94
45,94
46,94
69,94
70,94
8,95
47,95
48,95
68,95
7,96
49,96
50,96
68,96
6,97
51,97
62,97
68,97
6,98
52,98
53,98
61,98
63,98
64,98
65,98
66,98
67,98
5,99
54,99
55,99
56,99
57,99
58,99
59,99
60,99
5,100
4,101
4,102
4,103
4,104
4,105
4,106
3,107
2,108
2,109
2,110
2,111
2,112
2,113
2,114
2,115
2,116
1,117
1,118
1,119
1,120
1,121
1,122
1,123
1,124
1,125
1,126
2,127
1,128
1,129
0,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
0,138
1,139
1,140
1,141
1,142
1,143
1,144
1,145
2,146
2,147
2,148
2,149
2,150
2,151
2,152
2,153
2,154
3,155
3,156
4,157
4,158
4,159
4,160
5,161
5,162
5,163
6,164
57,164
58,164
59,164
60,164
61,164
62,164
63,164
64,164
6,165
53,165
54,165
55,165
56,165
65,165
66,165
67,165
7,166
48,166
52,166
68,166
7,167
47,167
49,167
50,167
51,167
69,167
8,168
45,168
46,168
70,168
8,169
43,169
44,169
70,169
9,170
42,170
71,170
10,171
40,171
41,171
72,171
11,172
37,172
38,172
39,172
72,172
12,173
36,173
73,173
13,174
34,174
35,174
72,174
14,175
15,175
33,175
73,175
16,176
31,176
32,176
74,176
17,177
29,177
30,177
74,177
18,178
19,178
20,178
21,178
22,178
23,178
24,178
25,178
26,178
28,178
75,178
27,179
75,179
76,180
76,181
76,182
77,183
76,184
76,185
77,186
77,187
77,188
77,189
77,190
77,191
77,192
77,193
77,194
77,195
77,196
77,197
77,198
77,199
77,200
78,201
78,202
78,203
78,204
78,205
77,206
77,207
77,208
77,209
77,210
78,211
78,212
78,213
78,214
78,215
77,216
77,217
77,218
78,219
78,220
78,221
78,222
78,223
78,224
78,225
78,226
78,227
78,228
78,229
78,230
78,231
78,232
78,233
78,234
79,235
79,236
79,237
78,238
78,239
78,240
78,241
78,242
79,243
79,244
79,245
79,246
79,247
78,248
78,249
79,250
79,251
79,252
79,253
79,254
79,255
79,256
79,257
